index	date	category	url	title	body	title_google_translated	body_google_translated_distilbart_summarized
N10	2023-09-01	Economics	https://n.news.naver.com/mnews/article/011/0004232379?sid=101	전국 아파트 매매가 7주 연속 상승…상승폭 소폭 줄어 [집슐랭]	전국의 아파트 매매가가 7주 연속 상승세를 기록했다. 다만 상승폭은 소폭 줄어들며 숨 고르기에 들어간 모양새다. 31일 한국부동산원은 2023년 8월 넷째주(28일 기준) 전국 주간 아파트가격 동향을 조사한 결과 매매가격이 전주(0.07%)보다 0.01%포인트 축소된 0.06% 상승했다고 밝혔다. 이로써 전국 아파트 매매가는 7주 연속 상승을 기록했다. 시도별로는 서울의 상승률이 0.13%로 가장 높았다. 이어 경기(0.12%), 인천(0.08%), 강원(0.07%) 등이 뒤를 이었다. 충북과 경남은 보합(0.00%)을 기록한 반면, 제주(-0.04%)와 전남(-0.03%), 부산(-0.03%), 광주(-0.02%) 등은 하락했다. 서울의 경우 구축과 신축 간의 차이가 두드러졌다. 부동산원은 구축은 매도 희망가와 매수 희망가가 차이를 보이면서 관망세를 보이는 반면 개발사업 기대감이 있거나 선호되는 신축은 매매가가 오르고 있다고 설명했다. 전세가의 상승세도 계속됐다. 같은 기간 전국 주간 아파트 전세가는 전주와 마찬가지로 0.07% 상승했다. 시도별로는 경기의 상승률이 0.15%로 가장 높았고, 서울(0.14%)과 인천(0.11%), 대전(0.08%) 등이 뒤를 이었다. 경남(0.00%)과 광주(0.00%), 울산(0.00%)은 보합을, 대구(-0.04%), 부산(-0.04%), 제주(-0.02%), 전남(-0.01%) 등은 하락했다. 부동산원은 “서울은 전반적으로 전세 매물이 부족한 현상을 보이는 가운데 교통 여건이 양호한 선호단지 위주로 저가 매물이 소진되고 매수 문의가 꾸준히 유지되며 상승 거래가 발생하고 있다”고 설명했다. *‘집슐랭 연재’ 구독을 하시면 부동산 시장 및 재테크와 관련한 유익한 정보를 실시간으로 생생하게 전달받으실 수 있습니다.	National apartment sales rise for 7 consecutive weeks… Increase rate slightly decreased [Gipchelin]	 Apartment sales prices across the country recorded an upward trend for seven consecutive weeks . The Korea Real Estate Agency investigated the national weekly apartment price trends for the fourth week of August 2023 (as of the 28th), and the sales price increased by 0.06%, a decrease of 0.07% from the previous week . By province, the rate of increase in Seoul was the highest at 0.13% .
N11	2023-09-01	Economics	https://n.news.naver.com/mnews/article/421/0007020885?sid=101	레인보우로보틱스, 삼성웰스토리와 업무협약 소식에 27% 급등[핫종목]	(서울=뉴스1) 김정은 기자 = 레인보우로보틱스(277810)가 삼성 계열사와 업무협약을 체결했다는 소식이 전해지면서 주가가 급등세다. 31일 오후 1시40분 레인보우로보틱스는 전일 대비 3만1900원(27.36%) 오른 14만8500원에 거래되고 있다. 레인보우로보틱스는 이날 장중 28% 넘게 오르며 15만원선에 바짝 다가서기도 했다. 이날 오전 삼성웰스토리가 레인보우로보틱스와 단체급식에 로봇 자동화 솔루션을 도입하기 위한 업무협약을 체결했다고 밝히면서 투심이 쏠린 것으로 보인다. 레인보우로보틱스는 국내 최초 개발한 이족보행 로봇을 비롯해 로봇팔에 들어가는 핵심부품의 국산화 기술 경쟁력을 보유한 국내의 대표적인 로봇 플랫폼 전문기업이다. 이번 협약을 통해 삼성웰스토리는 급식 조리에 최적화된 로봇팔을 추가 개발한다. 이를 급식 사업장에 도입·확산하는데 있어 레인보우로보틱스와 긴밀히 협력해 나간다는 계획이다. 조리로봇 외에도 서비스형 로봇(서빙·안내로봇) 사용성 평가와 신규 로봇 테스트를 지원해 레인보우로보틱스 로봇 솔루션을 검증할 수 있는 테스트베드를 제공한다.	Rainbow Robotics soared 27% on the news of a business agreement with Samsung Welstory [Hot stock]	 Rainbow Robotics (277810) stock price soared as news spread that it had signed a business agreement with a Samsung affiliate . Samsung Welstory will additionally develop a robot arm optimized for meal preparation . It is a plan to work closely with Rainbow Robotics in introducing and spreading this to catering establishments .
N12	2023-09-01	Economics	https://n.news.naver.com/mnews/article/421/0007020229?sid=101	NH농협은행, 금융위 2023 지역재투자 평가서 '최우수' 등급 획득	"(서울=뉴스1) 김정현 기자 = NH농협은행이 지난 30일 금융위원회가 발표한 2023년 지역재투자 평가 결과에서 최고 등급인 최우수 등급을 획득해 4년 연속 최우수 은행에 선정됐다고 31일 밝혔다. 지역재투자 평가는 금융위원회가 지난 2020년 처음 도입한 제도다. 지역 예금을 수취하는 금융회사의 지역 경제 성장 지원을 유도하기 위해 마련됐다. 수도권을 제외한 전국 도단위(광역시 포함)에서 영업을 영위하는 시중은행, 지방은행, 저축은행을 평가대상으로 하고 그 결과는 금감원의 경영실태평가 및 지자체·교육청 금고 선정기준 등에 활용되고 있다. NH농협은행은 지역 경제성장을 위한 중기대출, 서민대출 등 금융지원 뿐 아니라, 지난해 시중은행 중 가장 많은 1685억원을 사회공헌 활동에 지출하는 등 농업·농촌 및 지역사회 동반자로서 역할을 해 종합 최우수 등급을 획득했다. 또 금융권 점포 축소와 금융 디지털화로 인해 소외 받는 고령층, 농촌지역 등 금융 취약계층을 위해 시중은행 최대인 1100여개의 점포를 운영 중이다. 급변하는 디지털 시대에 적응할 수 있도록 고령층과 청소년을 대상으로 각종 금융 교육도 실시하고 있다. 이석용 농협은행장은 ""앞으로도 농업·농촌과 지역사회가 함께 동반성장 할 수 있는 디딤돌 역할을 충실히 하는 한편, 상생금융과 사회공헌 활동을 더욱 확대하여 은행의 공유가치 창출에 앞장서겠다""고 말했다."	NH Nonghyup Bank, Financial Services Commission 2023 Regional Reinvestment Assessment 'Best' rating	 NH Nonghyup Bank announced on the 31st that it has been selected as the best bank for four consecutive years by obtaining the highest grade in the 2023 regional reinvestment evaluation results announced by the Financial Services Commission . The bank provided financial support such as mid-term loans and low-income loans for regional economic growth, but also spent KRW 168.5 billion, the largest among commercial banks, on social contribution activities .
N13	2023-09-01	Economics	https://n.news.naver.com/mnews/article/003/0012060604?sid=101	삼성重, 액화 이산화탄소 저장·주입 설비 개발	"김동현 기자 = 삼성중공업은 30일(현지시간) 말레이시아 쿠알라룸푸르에서 노르웨이 선급인 DNV로부터 '부유식 이산화탄소 저장·주입 설비(FCSU)'에 대한 기본 인증을 받았다고 31일 밝혔다. 삼성중공업이 글로벌 해상 에너지솔루션 기업인 MISC와 공동 개발한 FCSU는 길이 330미터, 폭 64미터로 영하 50도 이하의 액화이산화탄소 10만 입방미터(㎥)를 저장하는 고압 탱크 용량을 갖췄다. 선체 상부에 탑재되는 주입 모듈(Injection module)은 연간 500만톤(MTPA)의 이산화탄소를 해저면 깊숙한 곳으로 보낼 수 있는 성능을 확보했다. 이는 승용차 330만대가 1년간 배출하는 이산화탄소의 양과 같은 규모다. 삼성중공업 관계자는 ""해양 플랜트사업은 기존 오일가스설비에서 친환경 제품으로 영역을 확장하고 있다""며 ""차별화된 친환경 기술로 미래 성장 동력을 확보할 것""이라고 말했다."	Samsung Heavy develops liquefied carbon dioxide storage and injection facility	 Samsung Heavy Industries received a basic certification for its 'Floating Carbon Dioxide Storage and Injection Unit' from DNV . The FCSU is 330 meters long and 64 meters wide, and has a high-pressure tank capacity that stores 100,000 cubic meters of liquefied carbon dioxide at -50 degrees Celsius or less . The injection module mounted on the upper part of the hull has secured the ability to send 5 million tons (MTPA) of carbon dioxide per year to the depths of the seabed .
N14	2023-09-01	Economics	https://n.news.naver.com/mnews/article/016/0002190875?sid=101	中침체에 제조업 위기...수출 출하 36년만 최대폭 감소 [제동 걸린 경기회복]	제조업 수출 출하가 약 36년만에 최대 폭으로 줄었다. 판로가 막히면서 재고율도 전월대비 11.6%포인트 급등했다. 하반기 경기 반등의 초석으로 봤던 중국 경기가 오히려 침체하면서 6월에 나타났던 호조세가 ‘반짝’ 현상으로 끝나는 모양새다. 여기에 소비와 투자도 감소세를 나타내고 있다. 특히 최근 우리나라 성장세를 견인한 자동차 산업 경기가 일부 멈칫하고 있다. 개별소비세 인하가 종료되면서 판매가 줄었기 때문이다. 이에 따라 투자로 분류되는 법인 자동차 구매 실적이 감소하면서 투자에도 악영향을 미쳤다. 31일 통계청이 발표한 ‘2023년 7월 산업활동동향’에 따르면 제조업 수출 출하는 전월대비 14.5% 감소했다. 1987년 8월 15% 감소한 이후 35년 11개월만에 최대 폭으로 격감한 것이다. 전년동월대비로 봐도 7.2%가 감소했다. 반도체 수출 출하가 32.2% 줄었고, 전자부품(-25.0%), 전기장비(15.4%)도 감소세를 나타냈다. 내수와 비교하면 수출 감소세가 얼마나 거센지 알 수 있다. 내수 출하는 전월대비 2.4% 감소에 그쳤다. 전체 제조업 출하가 지난달과 비교해 7.8% 줄었는데, 대부분 수출 침체가 견인한 셈이다. 산업별로 보면 반도체에서 31.2%, 전자부품에서 22.7% 감소했다. 생산한 제품의 수출 길이 막히면서 제조업 재고율(재고/출하 비율)도 전월대비 11.6%포인트 급등했다. 7월 재고율은 123.9%에 달한다. 재고 규모 자체가 늘었다기 보다 판로가 막혔다. 제조업 재고도 늘어났지만, 1.6% 수준이다. 김보경 통계청 경제동향통계심의관은 “제조업 재고는 재고 수준 자체보다 재고율이 많이 상승했다”며 “기대했던 것만큼 중국 경제가 살아나지 않아 출하가 감소했다”고 설명했다. 기획재정부도 “최근 중국 부동산 사태 등 글로벌 경기 불확실성이 높아지고 있는 점을 감안하여 국내외 경제동향을 면밀히 점검하겠다”고 설명했다. 실제로 기업들은 중국 경기 침체가 수출기업 실적에 이미 영향을 미치고 있다고 보고 있다. 대한상공회의소는 전날 발표한 ‘최근 중국 경제 동향과 우리 기업의 영향’ 자료에서 대(對)중국 수출기업 302개사를 대상으로 중국 경기 상황의 영향을 조사한 결과 응답 기업의 32.4%는 이미 매출 등 실적에 영향을 받고 있다고 답했다고 밝혔다. 응답 기업의 절반 가량인 50.3%는 중국 경기 불안이 장기화 할 경우 실적에 악영향을 미칠 것이라고 우려했다. 연초 목표와 비교하면 현재 실적 상황이 어떠하냐는 질문에는 많은 기업이 목표보다 저조하거나(37.7%), 매우 저조하다고(14.7%) 답했다. 목표 수준을 달성한 기업은 45%에 불과했다. 초과 달성(2.3%) 혹은 크게 초과 달성(0.3%)했다는 기업은 2%대에 그쳤다. 소비와 투자는 자동차 판매 감소가 영향을 미쳤다. 김 심의관은 “지난 6월 승용차 개별소비세 인하가 종료되면서 6월에 승용차 판매가 13% 증가했고 그 기저효과로 7월에 12.3% 감소했다”며 “승용차 판매 감소가 소매판매와 설비투자 감소에 공통적으로 작용했다”고 말했다. 이에 소비 지표인 소매판매액지수는 3.2% 줄었다. 2020년 7월(-4.6%) 이후 3년 만에 최대폭으로 감소했다. 승용차 등 내구재가 5.1%, 의복 등 준내구재가 3.6%, 음식료품 등 비내구재가 2.1% 각각 줄었다. 설비 투자는 8.9% 줄어 2012년 3월(-12.6%) 이후 11년 4개월 만에 최대폭 감소했다. 자동차 등 운송장비 투자가 22.4% 감소한 영향이 컸다. 법인의 자동차 구매 실적은 설비투자로 잡힌다. 다만, 이와 관련 기재부는 일시적인 요인이라고 설명했다. 기재부는 “소매판매와 설비투자의 경우 다소 조정을 받았으나, 기상악화와 차량 개소세 변동 등에 따른 일시적 요인에 상당 부분 기인하는 것”이라고 강조했다. 홍태화 기자	Manufacturing crisis due to China's recession... Export shipments decline by the largest amount in 36 years [Economic recovery put on hold]	 Manufacturing export shipments declined by the largest margin in about 36 years . Semiconductor export shipments decreased by 32.2%, and electronic components (-25.0%) and electrical equipment (15.4%) also showed declines . Consumption and investment were affected by the decline in car sales . Manufacturers believe that the Chinese economic downturn is already having an impact on the performance of exporters .
N15	2023-09-01	Economics	https://n.news.naver.com/mnews/article/003/0012061377?sid=101	 내달 1일 유럽 최대 가전박람회…관전 포인트는?[IFA 2023]	이현주 기자 = 유럽 최대 가전 전시회인 국제가전박람회(IFA·Internationale FunkAusstellung)가 내달 1일부터 5일까지 독일 베를린에서 열린다. 1924년부터 시작해 100년 역사를 갖는 IFA는 미국 소비자가전쇼(CES), 스페인 모바일월드콩그레스(MWC)와 함께 세계 3대 정보기술(IT)·가전 전시회로 꼽힌다. 올해는 개최 99주년을 맞아 로봇의 집, 게임&e스포츠 바 등 새로운 섹션을 대거 마련한다. 이번 IFA 2023 주제는 '지속가능성'으로 전시장 내 '지속가능성 마을'이 만들어진다. 주요 참가 업체들도 에너지 고효율 기술 등을 대거 선보인다. 인공지능(AI)과 로봇도 여전히 화두가 될 전망이다. 올해는 전 세계 53개국에서 가전, 홈엔터테인먼트, 오디오, 통신, 컴퓨팅&게이밍 등 분야 2100여개 기업이 참가하며 150개국에서 18만명 이상의 방문객이 찾는다. 특히 코로나19 팬데믹 종식으로 중국 업체들이 대거 참여하는 것이 눈길을 끈다. 지난해 IFA 참가업체가 1400여개 수준이었는데 올해는 2100여곳으로 대폭 늘었다. 이는 중국 업체들의 참여가 영향을 미쳤다는 분석이다. 중국은 참가국 가운데 가장 많은 1293개의 전시 부스를 차린다. 한국은 165개 기업·단체들이 참가해 중국, 독일(228개)에 이어 3번째로 많은 규모다. 올해 기조연설은 중국 스마트폰 업체 '아너'의 조지 자오 최고경영자(CEO)와 가전업체 하이센스그룹의 피셔 유 대표가 맡는다. 아너는 2020년 화웨이에서 분사한 스마트폰·태블릿 제조업체다. 프리미엄 가전 브랜드 밀레를 비롯해 보쉬 등 독일 업체들과 일본 파나소닉, 터키 베스텔 등 글로벌 주요 업체들이 대거 참가하는 것도 볼거리다. 업계 최대 규모의 전시관을 열고 트렌드를 선도하고 있는 삼성전자와 LG전자는 올해도 혁신 기술로 유럽 시장을 공략한다. 삼성전자는 IFA가 열리는 시티 큐브 베를린(City Cube Berlin)에 업계 최대인 6026㎡(약 1823평)의 전시공간을 마련하고 '의미 있는 연결'을 주제로 통합 연결과 친환경 기술을 대거 선보인다. 삼성전자는 스마트싱스 시나리오를 더 잘 보여주기 위해 15개 파트너사와 협력해 지속가능성 존을 조성한다. 최신 기술을 적용한 비스포크 가전과 초대형 스크린 라인업, 최신 갤럭시 제품 등도 소개한다. LG전자는 '모두를 위한 즐거움과 지속가능한 삶'을 주제로 프리미엄 가전과 에너지 솔루션들을 대거 공개한다. 올해 전시관도 자연 속에서 마주하는 숲속길을 형상화한 'LG 지속가능 마을'로 꾸민다. 이 전시관에는 지속가능한 삶을 위한 ▲스마트코티지 등 홈 에너지 솔루션 ▲최고 수준의 에너지 고효율 제품 ▲다양한 라이프스타일에 맞춘 초개인화 가전 ▲유럽 프리미엄 시장을 겨냥한 혁신적인 기술 기반의 다양한 제품을 선보인다．	Europe's largest consumer electronics trade show on the 1st of next month... What is the point to watch?[IFA 2023]	 The Internationale FunkAusstellung (IFA), Europe's largest home appliance exhibition, will be held in Berlin, Germany from the 1st to the 5th of next month . This year, more than 2,100 companies in the fields of home appliances, home entertainment, audio, communication, computing & gaming, etc. from 53 countries around the world participate . The theme of this IFA 2023 is 'Sustainability', and a 'Sustainable Village' will be created in the exhibition hall .
N16	2023-09-01	Economics	https://n.news.naver.com/mnews/article/025/0003304698?sid=101	 신한은행, 보이스피싱 예방 플랫폼 ‘지켜요’ 서비스[Biz & Now]	신한은행은 보이스피싱 피해를 줄이기 위해 ‘지켜요(소중한 나의 자산)’ 서비스를 시작했다고 31일 밝혔다. 모바일뱅킹 앱 ‘쏠’(SOL) 내 ‘고객센터’ 메뉴에서 고객 보안점수를 산출해 비슷한 연령대 다른 고객들과 비교해준다. 이용자는 추가로 보이스피싱 예방 보안 서비스에 가입할 수 있고 거래통지 알림 설정 등도 제공한다. 런칭 기념 이벤트로 6일부터 플랫폼에 접속하고 ‘우리가족 암호만들기’ 기능 등을 체험하면 11만 명은 100~5만 마이신한포인트를 받을 수 있다.	Shinhan Bank, voice phishing prevention platform ‘Watch me’ service [Biz & Now]	 Shinhan Bank announced on the 31st that it has launched the “Protect (My Precious Asset)” service to reduce damage from voice phishing . 110,000 people can receive 1 million to 50,000 My Shinhan points by accessing the platform from the 6th .
N17	2023-09-01	Economics	https://n.news.naver.com/mnews/article/277/0005307748?sid=101	토스뱅크, 상반기 여신 잔액 첫 10兆 돌파… 3Q엔 흑자 전망	"토스뱅크가 올해 상반기 말 기준 여신잔액 10조원을 넘겼다. 2분기 순손실 규모도 전분기 대비 3분의 1 수준으로 줄였다. 예대율도 오르고 있고 지난달에는 처음으로 월별 흑자를 거뒀다. 3분기에는 첫 분기 흑자로 시현할 수 있다는 전망이 나온다. 토스뱅크는 올해 2분기 순손실 104억원을 기록했다고 31일 공시했다. 전분기 순손실 280억원과 비교하면 3분의 1 수준으로 줄어들었다. 상반기 기준 순손실 규모는 384억원으로 집계됐다. 전년 동기 대비 70%가량 적자 폭을 줄였다. 여신 잔액은 10조458억원으로 출범 1년9개월 만에 10조원을 돌파했다. 전년 동기 대비 134% 증가한 규모다. 여신 성장에 힘입어 2분기 말 기준 누적 순이자이익은 2438억원을 기록했다. 지난해 상반기 260억원과 비교하면 9배 이상 증가한 것이다. 다만 수신 잔액은 21조5332억원으로 전년 동기 대비 24.4% 감소했다. 예대율은 2분기 기준 50.43%로 출범 이후 처음으로 50%대를 넘겼다. 토스뱅크 측은 다음 달 전월세대출을 출시하고 하반기 중 지방은행과 공동대출을 출시 예정인 만큼 여신 상품군 강화로 여신 잔액과 예대율이 더욱 개선될 것이라고 설명했다. 고객 수도 꾸준히 증가세다. 상반기 말 기준 690만명으로 1분기 607만명 대비 83만명가량 늘었다. 지난달에는 이미 700만명을 돌파해 이달 기준 755만명을 기록했다. 출범 3년차임에도 증가세가 가파른 편이다. 토스뱅크 체크카드와 자산관리서비스 '목돈굴리기' 등으로 비이자수익도 증가했다. 상반기 말 기준 277억원으로 전년 동기 70억원 대비 4배로 불어났다. 한편 대손충당금은 2882억원, 고정이하여신 대비 대손충당금 적립률은 228%로 파악됐다. 총 여신 대비 커버리지 비율(전체 여신잔액 대비 대손충당금 잔액 비중)은 2.86%를 기록했다. 신한·KB국민·하나·우리 등 4대 시중은행 평균인 0.49%보다 5배 이상인 수준이다. 유동성커버리지비율(LCR)도 705.15%로 200% 내외인 은행권 평균보다 3.5배 이상 높았다. 국제결제은행(BIS) 자기자본비율은 11.69%를 기록했다. 바젤I 감독 기준인 8%를 상회했고, 내년부터 적용될 바젤III 기준을 적용해도 14.25% 수준으로 안정적이라는 설명이다. 하반기 예정 중인 증자가 성공적으로 마무리될 경우 자본적정성이 더 강화될 예정이라고 밝혔다. 다만 연체율은 전년 동기 대비 1.04%포인트 오른 1.56%로 다소 높은 편이었다. 4대 시중은행의 2분기 평균 연체율 0.24%를 훌쩍 웃도는 수준이다. 같은 기간 카카오뱅크(0.33%→0.52%), 케이뱅크(0.52%→0.86%) 등 다른 인터넷은행들의 연체율 상승폭도 상회했다. 토스뱅크 측은 ""은행으로서 연체 데이터 무결성 확보를 위해 부실채권에 대한 본격적인 매상각을 올해 2분기에 들어서 시작한 점 등으로 연체율이 상대적으로 높게 발생했다""라며 ""연체율은 중저신용자 비중에 따라 당행이 예측한 관리 가능한 수준에 있으며 은행권 최고 수준의 대손충당금 적립률을 유지해 모든 상황에 대해 대비가 충분히 돼 있다""라고 설명했다. 또한 ""전월세자금대출과 같이 상대적으로 부실률이 낮은 대출 상품이 곧 출시될 예정이므로 연체율은 이번 분기를 기점으로 점차 하향 안정화될 것""이라고 덧붙였다."	Tossbank, the first half of the first half of the loan balance exceeds 10兆... 3Q yen surplus outlook	 Tossbank recorded a net loss of 10.4 billion won in the second quarter of this year . The loan balance reached 10.458 trillion won, surpassing 10 trillion won in 1 year and 9 months after its launch . The deposit-to-deposit ratio is also rising, and last month it recorded a monthly surplus for the first time .
N18	2023-09-01	Economics	https://n.news.naver.com/mnews/article/011/0004232493?sid=101	 新시장 창출 핵심 반도체, 창의적 도전이 필요하다[로터리]	엔비디아는 인공지능(AI) 시대에 컴퓨팅 산업을 주도하는 핵심 기업 중 하나라고 평가 받는다. 2분기 실적도 전망치를 20% 웃도는 135억 달러의 매출을 기록했고 주가는 8월 말 기준 연초 대비 3배 수준으로 상승했다. PC 내 게임 성능을 위한 보조 역할로 인식됐던 그래픽처리장치(GPU), 그리고 PC 게임을 즐기는 사람들 사이에서 관심을 받던 엔비디아가 왜 갑자기 전 세계의 주목받는 제품과 기업이 된 것일까. 엔비디아가 AI 산업의 급속한 성장에 필요한 GPU 시장의 절대적 강자이기 때문이다. 지난 50년 간 기술혁명의 중심 역할 중 하나를 맡아 온 반도체의 수요처는 1990년대 PC, 2010년대 모바일 기기, 2020년대 서버 순으로 전환되고 확장됐고 전 세계 반도체 시장 규모도 2022년 6000억 달러에 근접하면서 90년 대비 6배 규모로 커졌다. 최근 서버 시장에서 AI 데이터센터의 성장세가 지속되고 있으며 향후 다양한 분야의 AI 기반 서비스가 도입되면 반도체 시장은 과거보다 훨씬 더 빠른 속도로 증가할 것으로 전망된다. 반도체 수요처로 최근 떠오르고 있는 자동차 산업에서도 전기차와 자율주행차로의 전환이 확대되면서 전력 관리, 운전통제 등을 위한 반도체의 종류와 개수가 늘어나고 있다. 이는 반도체 기술이 관련 산업인 자동차 산업의 고부가가치화를 지원할 수 있음을 보여주며, 향후 반도체 수요가 여타 산업에서도 급격히 확대될 수 있음을 보여주는 사례이다. 반도체는 편의성을 높여 주지만 인간의 안전과 건강 등 삶의 질 향상에도 도움이 되고 있다. 자율주행차를 통해 사고를 줄임으로써 안전 확보에 기여하고 저전력 반도체의 사용 확대를 통해 기후변화 대응에도 역할을 담당하고 있다. 의료기기 등에 사용되는 반도체는 건강 위험 증상을 신속히 발견함으로써 건강을 유지하는 데에도 도움이 되고 있다. 스마트폰 등 첨단 정보통신 기기 뿐만 아니라 금융과 의료 등에 빠르게 도입되고 있는 AI 분야는 반도체 기술이 없었다면 성장 속도가 더뎠을 것이다. 최근 GPU 수요 확대와 함께 고대역폭 메모리(HBM: High Bandwidth Memory)의 수요까지 확대되고 있는 상황을 바라보며 AI의 활용이 확대될수록 우리 반도체 산업이 더욱 중요한 역할을 담당할 것임을 알 수 있다. 향후 기존의 반도체 수요처에 안주하지 않고 새로운 활용 분야를 찾으려는 창의적 도전이 광범위한 분야에서 확대되고 이러한 도전에 반도체가 핵심적 역할을 담당하는 것이 중요하다. 최근 반도체 산업에 대내외적인 불확실성이 지속하고 있지만 반도체 산업과 연계해 여러 경제적·사회적 문제를 해결하기 위한 노력이 사회 각 분야에서 강화되는 것이 미래의 엔비디아를 만들어 나가는 계기가 될 것이라고 믿는다.	New market creation key semiconductor, creative challenge is needed [rotary]	 Nvidia is evaluated as one of the key companies leading the computing industry in the era of artificial intelligence (AI) In the second quarter, sales exceeded expectations by 20% to $13.5 billion, and stock prices tripled . Demand for semiconductors has shifted and expanded to PCs in the 1990s, mobile devices in the 2010s, and servers in the 2020s .
N19	2023-09-01	Economics	https://n.news.naver.com/mnews/article/003/0012060703?sid=101	'주가조작 창구' 오명 벗나…내일부터 CFD 잔고·투자자 유형 모두 공개	"우연수 기자 = 내일부터 차액결제거래(CFD) 재개와 함께 실제 투자자 유형이 투명하게 공개된다. 금융위원회는 내달 1일부터 CFD 관련 투자자 보호 강화 조치가 시행된다고 31일 밝혔다. CFD는 실제 자산(주식 등)을 보유하지 않고 가격 변동분 차액만 결제하는 장외파생상품의 일종이다. 적은 투자금으로도 높은 신용 레버리지를 쓰는 효과가 있는데, 라덕연 일당이 타깃 종목 주가를 끌어올리는 데 CFD 계좌가 이용된 것으로 알려졌다. '주가조작 창구' 오명을 쓴 CFD가 내달 재개됨과 동시에 각종 제도 보완 장치가 시행된다. 우선 CFD에 따른 주식매매 실적도 실제 투자자 유형(개인, 기관, 외국인)에 따라 거래소 정보데이터시스템 등을 통해 제공되는 투자자 유형별 거래 실적 정보에 반영된다. 기존에는 실질 거래주체가 개인임에도 CFD 계약에 따라 외국계 투자은행(IB) 등이 대신 주식매매를 하는 경우 투자자 유형이 '외국인'으로 집계돼 거래 주체에 대한 시장 오인을 유발했다. 또 신용융자 잔고와 마찬가지로 CFD의 전체, 종목별 잔고 공시가 이뤄진다. 전체 FD 잔고는 금융투자협회 종합통계포털에서 매 영업일 장종료 후 전일 기준 정보를 확인할 수 있다. 종목별 CFD 잔고는 증권사별 전산준비가 완료되는 대로 홈트레이딩시스템(HTS)·모바일트레이딩시스템(MTS)에 순차적으로 반영된다. 다음달 중으로 전체 증권사 HTS·MTS에 반영될 예정이며 전체 증권사 전산 개발이 완료되기 전까지는 전일 기준 종목별 CFD 잔고 정보가 매일 금융투자협회 홈페이지에 게재된다. 개인투자자 보호 장치 관련 제도 보완 사항도 함께 시행된다. 개인전문투자자 장외파생상품 투자요건 신설에 따라 다음달부터 개인전문투자자가 CFD를 거래하기 위해서는 고위험 금융투자상품에 대한 충분한 투자 경험을 갖췄음을 증권사로부터 확인받아야 한다. 또 개인이 최초로 전문투자자가 되거나 장외파생상품 투자요건을 최초로 확인받는 경우 증권사가 대면으로 투자자 본인여부를 확인해야 하며, 증권사가 개인전문투자자 지정 신청을 권유하는 일체의 행위가 금지된다. 증권사는 개인전문투자자 지정 요건 또는 장외파생상품 투자 요건 충족 여부를 2년마다 확인할 필요가 있다. 아울러 행정지도 형태로 운영해오던 CFD 최소 증거금률(40%) 규제가 상시화되고 증권사의 신용공여 한도에 CFD 취급 규모도 포함된다. 11월 말까지는 CFD 규모의 50%만 반영, 12월1일부터는 100% 반영할 예정이다. 업계에서도 CFD 관련 리스크 관리 모범규준을 마련·시행해 영업 리스크 관리도 강화될 예정이다. 금융위 관계자는 ""제도가 시장에 잘 정착할 수 있도록 증권사들의 CFD 영업행위에 대한 관리 감독을 철저히 하는 한편, 회사별 리스크 관리 실태와 시장 동향도 밀착 모니터링할 방침""이라고 말했다．"	Get rid of the stigma of 'stock manipulation window'... From tomorrow, all CFD balances and investor types will be disclosed.	 CFD is a type of over-the-counter derivative that settles only the difference in price fluctuations without holding actual assets . It has the effect of using high credit leverage even with a small amount of investment . CFD, which has been stigmatized as a 'stock manipulation window', will resume next month .
